DCS,VC,Desc1,Attr,Size,Item#,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str
APPSHOM,BROOKS,SHORT INFINITI III,957,M,28177,3,131.97,0,0,0,WB
APPSHOM,BROOKS,SHORT INFINITI III,957,M,28177,2,87.98,1,35.19,44.98,TC2
APPSHOM,BROOKS,SHORT INFINITI III,957,M,28177,3,131.97,0,0,0,TC1
APPSHOM,BROOKS,SHORT INFINITI III,957,M,28177,2,87.98,0,0,0,AAW
SHORUNW,ASICS,NIMBUS 15,B,11,28178,0,0,1,130.49,45,NVL
SHORUNW,ASICS,NIMBUS 15,B,11,28178,1,144.99,1,144.99,50.5,WB
SHORUNW,ASICS,CUMULUS 15,B,6.5,28179,0,0,1,114.99,70.3,NOV
SHORUNW,ASICS,CUMULUS 15,B,6.5,28179,0,0,2,218.48,68.74,NVL
SHORUNW,ASICS,CUMULUS 15,B,6.5,28179,1,114.99,0,0,0,WB
SHORUNW,ASICS,CUMULUS 15,B,6.5,28179,1,114.99,0,0,0,AAW
SHORUNW,ASICS,CUMULUS 15,B,7,28180,1,114.99,0,0,0,AA
SHORUNW,ASICS,CUMULUS 15,B,7,28180,1,114.99,0,0,0,NOV
SHORUNW,ASICS,CUMULUS 15,B,7,28180,1,114.99,0,0,0,NVL
SHORUNW,ASICS,CUMULUS 15,B,7,28180,1,114.99,0,0,0,WB
SHORUNW,ASICS,CUMULUS 15,B,7,28180,1,114.99,1,114.99,58.75,TC1
SHORUNW,ASICS,CUMULUS 15,B,7,28180,0,0,1,114.99,58.75,AAW
SHORUNW,ASICS,CUMULUS 15,B,7.5,28181,0,0,1,114.99,55.45,AA
SHORUNW,ASICS,CUMULUS 15,B,7.5,28181,1,114.99,0,0,0,NVL
SHORUNW,ASICS,CUMULUS 15,B,7.5,28181,1,114.99,1,103.49,50.5,WB
SHORUNW,ASICS,CUMULUS 15,B,7.5,28181,0,0,1,114.99,55.45,TC2
SHORUNW,ASICS,CUMULUS 15,B,7.5,28181,1,114.99,1,103.49,50.5,TC1
SHORUNW,ASICS,CUMULUS 15,B,7.5,28181,0,0,2,218.48,53.1,AAW
SHORUNW,ASICS,CUMULUS 15,B,8,28182,0,0,2,218.48,57.36,NOV
SHORUNW,ASICS,CUMULUS 15,B,8,28182,2,229.98,2,201.23,54.74,NVL
SHORUNW,ASICS,CUMULUS 15,B,8,28182,0,0,1,103.49,56,WB
SHORUNW,ASICS,CUMULUS 15,B,8,28182,2,229.98,0,0,0,TC2
SHORUNW,ASICS,CUMULUS 15,B,8,28182,1,114.99,0,0,0,TC1
SHORUNW,ASICS,CUMULUS 15,B,8,28182,1,114.99,0,0,0,AAW
APPSHIW,BROOKS,TOP MACH IX TANK,300,L,28183,1,35.99,0,0,0,TC1
MISACCACC,NATHAN,FLASH,G,S/M,28185,1,29.99,1,29.99,54.15,AA
MISACCACC,NATHAN,FLASH,G,S/M,28185,1,29.99,0,0,0,NOV
MISACCACC,NATHAN,FLASH,G,S/M,28185,-3,-89.97,0,0,0,WB
MISACCACC,NATHAN,FLASH,G,S/M,28185,4,119.96,0,0,0,TC1
MISACCACC,NATHAN,FLASH,G,L/XL,28186,3,89.97,0,0,0,NOV
MISACCACC,NATHAN,FLASH,G,L/XL,28186,-1,-29.99,0,0,0,WB
MISACCACC,NATHAN,FLASH,G,L/XL,28186,1,29.99,0,0,0,TC1
SHORUNM,VIBRAM,5 FINGER KSO,GRY/CLY,45,28212,1,84.99,0,0,0,AAW
SHORUNM,VIBRAM,5 FINGER KSO,GRY/CLY,46,28213,3,254.97,0,0,0,AAW
SHORUNM,VIBRAM,5 FINGER KSO,GRY/CLY,47,28214,1,84.99,0,0,0,AAW
SHORUNM,VIBRAM,5 FINGER BIKILA,BLU/GRY,42,28217,1,99.99,0,0,0,TC2
SHORUNM,VIBRAM,5 FINGER BIKILA,BLU/GRY,44,28219,2,199.98,0,0,0,NVL
SHORUNM,VIBRAM,5 FINGER BIKILA,BLU/GRY,44,28219,2,199.98,0,0,0,AAW
SHORUNM,VIBRAM,5 FINGER BIKILA,BLU/GRY,45,28220,1,99.99,0,0,0,NVL
SHORUNM,VIBRAM,5 FINGER BIKILA,BLU/GRY,45,28220,1,99.99,0,0,0,TC2
SHORUNM,VIBRAM,5 FINGER BIKILA,BLU/GRY,46,28221,1,99.99,0,0,0,AAW
SHORUNM,VIBRAM,5 FINGER BIKILA,PLM/GRY,41,28224,1,99.99,0,0,0,TC2
SHORUNM,VIBRAM,5 FINGER BIKILA,PLM/GRY,41,28224,1,99.99,0,0,0,TC1
SHORUNM,VIBRAM,5 FINGER BIKILA,PLM/GRY,42,28225,1,99.99,1,89.99,45.55,WB
SHORUNM,VIBRAM,5 FINGER BIKILA,PLM/GRY,42,28225,2,199.98,0,0,0,TC2
SHORUNM,VIBRAM,5 FINGER BIKILA,PLM/GRY,43,28226,-1,-99.99,1,59.99,18.32,TC2
MISMED,NIPGUA,NIPGUARDS,,ONE,28227,13,116.87,3,23.37,42.23,AA
MISMED,NIPGUA,NIPGUARDS,,ONE,28227,7,62.93,9,78.21,48.22,NOV
MISMED,NIPGUA,NIPGUARDS,,ONE,28227,9,80.91,4,35.06,48.66,NVL
MISMED,NIPGUA,NIPGUARDS,,ONE,28227,16,143.84,5,44.05,48.92,WB
MISMED,NIPGUA,NIPGUARDS,,ONE,28227,14,125.86,3,26.97,49.94,TC2
MISMED,NIPGUA,NIPGUARDS,,ONE,28227,21,188.79,1,8.99,49.94,TC1
MISMED,NIPGUA,NIPGUARDS,,ONE,28227,11,98.89,1,8.99,49.94,AAW
APPSHIM,BROOKS,TOP PODIUM LS,305,S,28228,1,27.99,0,0,0,AA
APPSHIM,BROOKS,TOP PODIUM LS,305,S,28228,2,55.98,0,0,0,NOV
APPSHIM,BROOKS,TOP PODIUM LS,305,S,28228,2,55.98,0,0,0,TC2
APPSHIM,BROOKS,TOP PODIUM LS,305,S,28228,2,55.98,0,0,0,TC1
APPSHIM,BROOKS,TOP PODIUM LS,305,S,28228,6,167.94,0,0,0,AAW
APPSHIM,BROOKS,TOP PODIUM LS,305,M,28229,1,27.99,0,0,0,AA
APPSHIM,BROOKS,TOP PODIUM LS,305,M,28229,5,139.95,0,0,0,NOV
APPSHIM,BROOKS,TOP PODIUM LS,305,M,28229,5,139.95,0,0,0,TC2
APPSHIM,BROOKS,TOP PODIUM LS,305,M,28229,5,139.95,0,0,0,TC1
APPSHIM,BROOKS,TOP PODIUM LS,305,M,28229,3,83.97,0,0,0,AAW
APPSHIM,BROOKS,TOP PODIUM LS,305,L,28230,-1,-27.99,1,22.39,66.5,TC2
APPSHIM,BROOKS,TOP PODIUM LS,305,L,28230,3,83.97,0,0,0,TC1
APPSHIM,BROOKS,TOP PODIUM LS,305,L,28230,1,27.99,0,0,0,AAW
APPSHIM,BROOKS,TOP PODIUM LS,305,XL,28231,1,27.99,0,0,0,AA
APPSHIM,BROOKS,TOP PODIUM LS,305,XL,28231,1,27.99,0,0,0,NOV
APPSHIM,BROOKS,TOP PODIUM LS,305,XL,28231,1,27.99,0,0,0,TC1
APPSHIW,SMARTW,TOP MIDWEIGHT ZIP T,0,M,28233,1,104.99,0,0,0,AAW
APPPANW,SMARTW,PANT MIDWEIGHT BTM,0,M,28242,1,74.99,0,0,0,NVL
APPPANW,SMARTW,PANT MIDWEIGHT BTM,0,M,28242,1,74.99,0,0,0,TC2
APPSHIM,SMARTW,TOP LIGHTWEIGHT ZIP,0,L,28245,1,79.99,0,0,0,AAW
APPSHIM,SMARTW,TOP LIGHTWEIGHT ZIP,0,XL,28246,-1,-79.99,0,0,0,TC1
APPSHIM,SMARTW,TOP LIGHTWEIGHT ZIP,0,XL,28246,1,79.99,0,0,0,AAW
APPPANM,SMARTW,PANT LIGHTWEGHT BTM,0,XL,28252,1,74.99,0,0,0,TC1
APPPANM,SMARTW,PANT LIGHTWEGHT BTM,0,XL,28252,1,74.99,0,0,0,AAW
APPPANM,SMARTW,PANT LIGHTWEGHT BTM,87,M,28253,1,74.99,0,0,0,AAW
APPSHIM,SMARTW,TOP LIGHTWEIGHT CREW,423,M,28257,1,74.99,0,0,0,TC2
APPSHIM,SMARTW,TOP LIGHTWEIGHT CREW,423,L,28258,0,0,1,59.99,43.74,TC2
APPSHIM,SMARTW,TOP LIGHTWEIGHT CREW,423,XL,28259,1,74.99,0,0,0,TC2
SHORUNM,MIZUNO,ENIGMA 2,D,8.5,28262,1,134.99,0,0,0,AA
SHORUNM,MIZUNO,ENIGMA 2,D,8.5,28262,1,134.99,0,0,0,NOV
SHORUNM,MIZUNO,ENIGMA 2,D,8.5,28262,1,134.99,0,0,0,NVL
SHORUNM,MIZUNO,ENIGMA 2,D,8.5,28262,1,134.99,0,0,0,WB
SHORUNM,MIZUNO,ENIGMA 2,D,8.5,28262,1,134.99,0,0,0,TC1
SHORUNM,MIZUNO,ENIGMA 2,D,8.5,28262,1,134.99,0,0,0,AAW
SHORUNM,MIZUNO,ENIGMA 2,D,9,28263,1,134.99,0,0,0,AA
SHORUNM,MIZUNO,ENIGMA 2,D,9,28263,2,269.98,0,0,0,NOV
SHORUNM,MIZUNO,ENIGMA 2,D,9,28263,1,134.99,1,134.99,51.03,NVL
SHORUNM,MIZUNO,ENIGMA 2,D,9,28263,2,269.98,0,0,0,WB
SHORUNM,MIZUNO,ENIGMA 2,D,9,28263,1,134.99,0,0,0,TC2
SHORUNM,MIZUNO,ENIGMA 2,D,9,28263,1,134.99,0,0,0,TC1
SHORUNM,MIZUNO,ENIGMA 2,D,9,28263,2,269.98,0,0,0,AAW
SHORUNM,SAUCON,GUIDE 6,D,8,28264,0,0,1,109.99,51.05,AA
SHORUNM,SAUCON,GUIDE 6,D,8,28264,1,109.99,0,0,0,NVL
SHORUNM,SAUCON,GUIDE 6,D,8,28264,1,109.99,0,0,0,TC2
SHORUNM,SAUCON,GUIDE 6,D,8,28264,1,109.99,0,0,0,AAW
SHORUNM,SAUCON,GUIDE 6,D,8.5,28265,1,109.99,1,98.99,45.61,AA
SHORUNM,SAUCON,GUIDE 6,D,8.5,28265,0,0,1,98.99,45.61,NOV
SHORUNM,SAUCON,GUIDE 6,D,8.5,28265,1,109.99,1,98.99,45.61,NVL
SHORUNM,SAUCON,GUIDE 6,D,8.5,28265,1,109.99,0,0,0,WB
SHORUNM,SAUCON,GUIDE 6,D,8.5,28265,2,219.98,0,0,0,TC2
SHORUNM,SAUCON,GUIDE 6,D,8.5,28265,2,219.98,0,0,0,TC1
SHORUNM,SAUCON,GUIDE 6,D,8.5,28265,1,109.99,1,98.99,45.61,AAW
SHORUNM,SAUCON,GUIDE 6,D,9,28266,4,439.96,0,0,0,AA
SHORUNM,SAUCON,GUIDE 6,D,9,28266,3,329.97,1,109.99,51,NOV
SHORUNM,SAUCON,GUIDE 6,D,9,28266,3,329.97,1,109.99,51,NVL
SHORUNM,SAUCON,GUIDE 6,D,9,28266,2,219.98,2,219.98,51,WB
SHORUNM,SAUCON,GUIDE 6,D,9,28266,0,0,1,109.99,51,TC2
SHORUNM,SAUCON,GUIDE 6,D,9,28266,5,549.95,0,0,0,TC1
SHORUNM,SAUCON,GUIDE 6,D,9,28266,4,439.96,0,0,0,AAW
SHORUNM,SAUCON,GUIDE 6,D,9.5,28267,4,439.96,2,208.98,48.44,AA
SHORUNM,SAUCON,GUIDE 6,D,9.5,28267,4,439.96,1,109.99,51.01,NOV
SHORUNM,SAUCON,GUIDE 6,D,9.5,28267,2,219.98,3,329.97,51.01,NVL
SHORUNM,SAUCON,GUIDE 6,D,9.5,28267,4,439.96,1,109.99,51.01,WB
SHORUNM,SAUCON,GUIDE 6,D,9.5,28267,5,549.95,0,0,0,TC2
SHORUNM,SAUCON,GUIDE 6,D,9.5,28267,5,549.95,0,0,0,TC1
SHORUNM,SAUCON,GUIDE 6,D,9.5,28267,5,549.95,2,203.48,47.03,AAW
APPSHOW,NIKE,SHORT EMERGNG PACER,32,XL,28277,12,383.88,0,0,0,WB
SHORUNM,SAUCON,GUIDE 6,D,10,28282,5,549.95,1,109.99,50.98,AA
SHORUNM,SAUCON,GUIDE 6,D,10,28282,5,549.95,0,0,0,NOV
SHORUNM,SAUCON,GUIDE 6,D,10,28282,4,439.96,3,307.97,47.45,NVL
SHORUNM,SAUCON,GUIDE 6,D,10,28282,5,549.95,0,0,0,WB
SHORUNM,SAUCON,GUIDE 6,D,10,28282,4,439.96,1,109.99,50.98,TC2
SHORUNM,SAUCON,GUIDE 6,D,10,28282,7,769.93,0,0,0,TC1
SHORUNM,SAUCON,GUIDE 6,D,10,28282,5,549.95,1,109.99,50.98,AAW
SHORUNM,SAUCON,GUIDE 6,D,10.5,28283,4,439.96,2,219.98,51.03,AA
SHORUNM,SAUCON,GUIDE 6,D,10.5,28283,5,549.95,1,109.99,51.03,NOV
SHORUNM,SAUCON,GUIDE 6,D,10.5,28283,2,219.98,4,417.96,48.45,NVL
SHORUNM,SAUCON,GUIDE 6,D,10.5,28283,3,329.97,3,329.97,51.03,WB
SHORUNM,SAUCON,GUIDE 6,D,10.5,28283,6,659.94,1,109.99,51.03,TC2
SHORUNM,SAUCON,GUIDE 6,D,10.5,28283,5,549.95,0,0,0,TC1
SHORUNM,SAUCON,GUIDE 6,D,10.5,28283,4,439.96,2,219.98,51.03,AAW
SHORUNM,SAUCON,GUIDE 6,D,11,28284,0,0,5,549.95,51.04,AA
SHORUNM,SAUCON,GUIDE 6,D,11,28284,4,439.96,0,0,0,NOV
SHORUNM,SAUCON,GUIDE 6,D,11,28284,2,219.98,2,219.98,51.04,NVL
SHORUNM,SAUCON,GUIDE 6,D,11,28284,0,0,4,428.96,49.79,WB
SHORUNM,SAUCON,GUIDE 6,D,11,28284,6,659.94,2,208.98,48.46,TC2
SHORUNM,SAUCON,GUIDE 6,D,11,28284,4,439.96,0,0,0,TC1
SHORUNM,SAUCON,GUIDE 6,D,11,28284,4,439.96,1,109.99,51.04,AAW
SHORUNM,SAUCON,GUIDE 6,D,11.5,28285,2,219.98,1,109.99,51.03,AA
SHORUNM,SAUCON,GUIDE 6,D,11.5,28285,2,219.98,0,0,0,NOV
SHORUNM,SAUCON,GUIDE 6,D,11.5,28285,2,219.98,1,109.99,51.03,NVL
SHORUNM,SAUCON,GUIDE 6,D,11.5,28285,2,219.98,1,109.99,51.03,WB
SHORUNM,SAUCON,GUIDE 6,D,11.5,28285,3,329.97,0,0,0,TC2
SHORUNM,SAUCON,GUIDE 6,D,11.5,28285,3,329.97,1,109.99,51.03,TC1
SHORUNM,SAUCON,GUIDE 6,D,11.5,28285,3,329.97,1,109.99,51.03,AAW
SHORUNM,SAUCON,GUIDE 6,D,12,28286,3,329.97,2,219.98,50.77,AA
SHORUNM,SAUCON,GUIDE 6,D,12,28286,5,549.95,0,0,0,NOV
SHORUNM,SAUCON,GUIDE 6,D,12,28286,4,439.96,1,109.99,50.77,NVL
SHORUNM,SAUCON,GUIDE 6,D,12,28286,4,439.96,1,109.99,50.77,WB
SHORUNM,SAUCON,GUIDE 6,D,12,28286,7,769.93,1,109.99,50.77,TC2
SHORUNM,SAUCON,GUIDE 6,D,12,28286,5,549.95,0,0,0,TC1
SHORUNM,SAUCON,GUIDE 6,D,12,28286,4,439.96,1,109.99,50.77,AAW
SHORUNM,SAUCON,GUIDE 6,D,12.5,28287,0,0,1,109.99,51.05,AA
SHORUNM,SAUCON,GUIDE 6,D,12.5,28287,3,329.97,0,0,0,TC2
SHORUNM,SAUCON,GUIDE 6,D,12.5,28287,1,109.99,1,109.99,51.05,TC1
SHORUNM,SAUCON,GUIDE 6,D,12.5,28287,0,0,1,98.99,45.61,AAW
SHORUNM,SAUCON,GUIDE 6,D,13,28288,0,0,1,98.99,45.6,AA
SHORUNM,SAUCON,GUIDE 6,D,13,28288,1,109.99,1,98.99,45.6,NVL
SHORUNM,SAUCON,GUIDE 6,D,13,28288,2,219.98,0,0,0,TC2
SHORUNM,SAUCON,GUIDE 6,D,13,28288,2,219.98,0,0,0,TC1
SHORUNM,SAUCON,GUIDE 6,D,14,28289,0,0,1,109.99,51.05,AA
SHORUNM,SAUCON,GUIDE 6,D,14,28289,1,109.99,0,0,0,AAW
SHORUNM,SAUCON,GUIDE 6,2E,8,28292,0,0,1,109.99,51.04,AA
SHORUNM,SAUCON,GUIDE 6,2E,8.5,28293,1,109.99,0,0,0,AA
SHORUNM,SAUCON,GUIDE 6,2E,9,28294,1,109.99,0,0,0,AA
SHORUNM,SAUCON,GUIDE 6,2E,9,28294,0,0,1,109.99,51.04,NVL
SHORUNM,SAUCON,GUIDE 6,2E,9,28294,0,0,1,109.99,51.04,AAW
SHORUNM,SAUCON,GUIDE 6,2E,9.5,28295,0,0,1,109.99,51.05,AA
SHORUNM,SAUCON,GUIDE 6,2E,9.5,28295,0,0,1,109.99,51.05,NVL
SHORUNM,SAUCON,GUIDE 6,2E,9.5,28295,1,109.99,0,0,0,AAW
SHORUNM,SAUCON,GUIDE 6,2E,10,28296,0,0,1,109.99,51.05,AA
SHORUNM,SAUCON,GUIDE 6,2E,10,28296,1,109.99,0,0,0,NOV
SHORUNM,SAUCON,GUIDE 6,2E,10,28296,1,109.99,0,0,0,NVL
SHORUNM,SAUCON,GUIDE 6,2E,10,28296,1,109.99,0,0,0,WB
SHORUNM,SAUCON,GUIDE 6,2E,10,28296,1,109.99,0,0,0,AAW
SHORUNM,SAUCON,GUIDE 6,2E,10.5,28297,0,0,1,109.99,50.36,AA
SHORUNM,SAUCON,GUIDE 6,2E,10.5,28297,1,109.99,0,0,0,NOV
SHORUNM,SAUCON,GUIDE 6,2E,10.5,28297,0,0,1,109.99,50.36,NVL
SHORUNM,SAUCON,GUIDE 6,2E,10.5,28297,1,109.99,0,0,0,AAW
SHORUNM,SAUCON,GUIDE 6,2E,11,28298,0,0,1,109.99,51.05,AA
SHORUNM,SAUCON,GUIDE 6,2E,11,28298,0,0,1,109.99,51.05,AAW
SHORUNM,SAUCON,GUIDE 6,2E,11.5,28299,0,0,2,189.98,42.92,AA
SHORUNM,SAUCON,GUIDE 6,2E,11.5,28299,1,109.99,0,0,0,NVL
SHORUNM,SAUCON,GUIDE 6,2E,11.5,28299,1,109.99,0,0,0,AAW
SHORUNM,SAUCON,GUIDE 6,2E,12,28300,1,109.99,0,0,0,AA
SHORUNM,SAUCON,GUIDE 6,2E,12,28300,1,109.99,0,0,0,NOV
SHORUNM,SAUCON,GUIDE 6,2E,12,28300,-1,-109.99,1,109.99,51.05,TC2
SHORUNM,SAUCON,GUIDE 6,2E,12,28300,1,109.99,0,0,0,AAW
SHORUNM,SAUCON,GUIDE 6,2E,12.5,28301,0,0,1,98.99,42.55,AAW
SHORUNM,SAUCON,GUIDE 6,2E,13,28302,1,109.99,0,0,0,AAW
SHORUNM,SAUCON,GUIDE 6,2E,14,28303,1,109.99,0,0,0,WB
MISELE,POLAR,HRM FT40,BLK,M,28305,2,359.98,0,0,0,AAW
MISELE,POLAR,HRM RS300X,ORG,ONE,28338,2,339.98,0,0,0,AA
MISELE,POLAR,HRM RS300XSD,ORG,ONE,28345,1,249.99,0,0,0,AA
MISELE,POLAR,HRM FT4,BRO/BRO,F,28348,2,199.98,0,0,0,NVL
MISELE,POLAR,HRM FT4,BRO/BRO,F,28348,1,99.99,0,0,0,WB
MISELE,POLAR,HRM FT4,BRO/BRO,F,28348,2,199.98,0,0,0,TC1
MISELE,POLAR,HRM FT4,BRO/BRO,F,28348,2,199.98,0,0,0,AAW
MISELE,POLAR,HRM FT7,BLK/SIL,M,28349,0,0,1,119.99,46.85,AAW
MISELE,POLAR,HRM FT7,BLK/GLD,F,28350,1,119.99,0,0,0,AA
MISELE,POLAR,HRM FT7,BLK/GLD,F,28350,1,119.99,0,0,0,WB
MISELE,POLAR,HRM FT7,BLK/GLD,F,28350,1,119.99,0,0,0,TC1
APPSHIM,SMARTW,TOP LIGHTWEIGHT CREW,18,M,28352,0,0,2,119.98,43.74,TC2
APPSHIM,SMARTW,TOP LIGHTWEIGHT CREW,18,L,28353,0,0,4,239.96,43.74,TC2
SHORUNM,BROOKS,PURECONNECT 2,D,8.5,28357,1,89.99,0,0,0,WB
SHORUNM,BROOKS,PURECONNECT 2,D,9,28358,1,89.99,0,0,0,WB
SHORUNM,NB,M890 V2,2E,8,28373,1,109.99,0,0,0,AAW
SHORUNM,NB,M890 V2,2E,9,28375,1,109.99,0,0,0,NVL
SHORUNM,NB,M890 V2,2E,11.5,28380,1,109.99,0,0,0,AA
SHORUNM,NB,M890 V2,2E,12,28381,1,109.99,0,0,0,AAW
SHORUNM,NB,M890 V2,2E,12.5,28382,1,109.99,0,0,0,AAW
APPPANM,SMARTW,PANT LIGHTWEGHT BTM,87,XL,28404,1,74.99,0,0,0,AAW
APPSHIM,SMARTW,TOP MIDWEIGHT ZIP T,0,XXL,28408,1,84.99,0,0,0,NOV
APPPANM,SMARTW,PANT MIDWEIGHT BTM,0,M,28409,1,74.99,0,0,0,TC2
APPPANM,SMARTW,PANT MIDWEIGHT BTM,0,L,28410,1,74.99,0,0,0,TC2
APPPANM,SMARTW,PANT MIDWEIGHT BTM,0,L,28410,2,149.98,0,0,0,AAW
APPPANM,SMARTW,PANT MIDWEIGHT BTM,0,XL,28411,3,224.97,0,0,0,AAW
APPSHIW,SMARTW,TOP MIDWEIGHT ZIP T,0,XL,28412,2,209.98,0,0,0,AAW
SHORUNW,BROOKS,ADDICTION 10,B,6,28421,1,109.99,0,0,0,AA
SHORUNW,BROOKS,ADDICTION 10,B,6,28421,1,109.99,0,0,0,WB
SHORUNW,BROOKS,ADDICTION 10,B,6,28421,1,109.99,0,0,0,TC2
SHORUNW,BROOKS,ADDICTION 10,B,6,28421,0,0,1,87.99,38.16,AAW
SHORUNW,BROOKS,ADDICTION 10,B,6.5,28422,2,219.98,0,0,0,NVL
SHORUNW,BROOKS,ADDICTION 10,B,7,28423,1,109.99,0,0,0,AA
SHORUNW,BROOKS,ADDICTION 10,B,7,28423,2,219.98,0,0,0,NOV
SHORUNW,BROOKS,ADDICTION 10,B,7,28423,2,219.98,0,0,0,NVL
SHORUNW,BROOKS,ADDICTION 10,B,7,28423,1,109.99,0,0,0,WB
SHORUNW,BROOKS,ADDICTION 10,B,7,28423,3,329.97,1,98.99,45.74,TC2
SHORUNW,BROOKS,ADDICTION 10,B,7,28423,4,439.96,0,0,0,TC1
SHORUNW,BROOKS,ADDICTION 10,B,7,28423,1,109.99,0,0,0,AAW
SHORUNW,BROOKS,ADDICTION 10,B,7.5,28425,1,109.99,1,98.99,45.97,AA
SHORUNW,BROOKS,ADDICTION 10,B,7.5,28425,3,329.97,0,0,0,NOV
SHORUNW,BROOKS,ADDICTION 10,B,7.5,28425,0,0,1,98.99,45.99,NVL
SHORUNW,BROOKS,ADDICTION 10,B,7.5,28425,1,109.99,0,0,0,WB
SHORUNW,BROOKS,ADDICTION 10,B,7.5,28425,1,109.99,0,0,0,TC2
SHORUNW,BROOKS,ADDICTION 10,B,7.5,28425,2,219.98,2,219.98,51.4,TC1
SHORUNW,BROOKS,ADDICTION 10,B,7.5,28425,3,329.97,0,0,0,AAW
SHORUNW,BROOKS,ADDICTION 10,B,8,28426,0,0,3,329.97,51.4,AA
SHORUNW,BROOKS,ADDICTION 10,B,8,28426,4,439.96,0,0,0,NOV
SHORUNW,BROOKS,ADDICTION 10,B,8,28426,0,0,2,219.98,51.4,NVL
SHORUNW,BROOKS,ADDICTION 10,B,8,28426,1,109.99,2,219.98,51.4,WB
SHORUNW,BROOKS,ADDICTION 10,B,8,28426,10,"1,099.90",0,0,0,TC2
SHORUNW,BROOKS,ADDICTION 10,B,8,28426,6,659.94,0,0,0,TC1
SHORUNW,BROOKS,ADDICTION 10,B,8,28426,3,329.97,2,219.98,51.4,AAW
SHORUNW,BROOKS,ADDICTION 10,B,8.5,28427,1,109.99,2,208.98,48.81,AA
SHORUNW,BROOKS,ADDICTION 10,B,8.5,28427,2,219.98,0,0,0,NOV
SHORUNW,BROOKS,ADDICTION 10,B,8.5,28427,0,0,1,109.99,51.38,NVL
SHORUNW,BROOKS,ADDICTION 10,B,8.5,28427,0,0,2,219.98,51.38,WB
SHORUNW,BROOKS,ADDICTION 10,B,8.5,28427,5,549.95,2,208.98,48.81,TC2
SHORUNW,BROOKS,ADDICTION 10,B,8.5,28427,6,659.94,0,0,0,TC1
SHORUNW,BROOKS,ADDICTION 10,B,8.5,28427,1,109.99,1,98.99,45.97,AAW
SHORUNW,BROOKS,ADDICTION 10,B,9,28428,4,439.96,1,109.99,51.36,AA
SHORUNW,BROOKS,ADDICTION 10,B,9,28428,1,109.99,0,0,0,NOV
SHORUNW,BROOKS,ADDICTION 10,B,9,28428,4,439.96,0,0,0,NVL
SHORUNW,BROOKS,ADDICTION 10,B,9,28428,2,219.98,1,98.99,45.95,WB
SHORUNW,BROOKS,ADDICTION 10,B,9,28428,6,659.94,0,11,100,TC2
SHORUNW,BROOKS,ADDICTION 10,B,9,28428,4,439.96,4,439.96,51.36,TC1
SHORUNW,BROOKS,ADDICTION 10,B,9,28428,2,219.98,1,87.99,39.2,AAW
SHORUNW,BROOKS,ADDICTION 10,B,9.5,28429,3,329.97,0,0,0,AA
SHORUNW,BROOKS,ADDICTION 10,B,9.5,28429,5,549.95,1,109.99,51.43,NOV
SHORUNW,BROOKS,ADDICTION 10,B,9.5,28429,-1,-109.99,3,274.97,41.73,NVL
SHORUNW,BROOKS,ADDICTION 10,B,9.5,28429,5,549.95,0,0,0,WB
SHORUNW,BROOKS,ADDICTION 10,B,9.5,28429,4,439.96,1,109.99,51.43,TC2
SHORUNW,BROOKS,ADDICTION 10,B,9.5,28429,9,989.91,0,0,0,TC1
SHORUNW,BROOKS,ADDICTION 10,B,9.5,28429,2,219.98,0,0,0,AAW
SHORUNW,BROOKS,ADDICTION 10,B,10,28438,1,109.99,2,186.98,42.67,AA
SHORUNW,BROOKS,ADDICTION 10,B,10,28438,1,109.99,1,98.99,45.85,NOV
SHORUNW,BROOKS,ADDICTION 10,B,10,28438,1,109.99,3,307.97,47.79,NVL
SHORUNW,BROOKS,ADDICTION 10,B,10,28438,1,109.99,1,109.99,51.27,WB
SHORUNW,BROOKS,ADDICTION 10,B,10,28438,2,219.98,2,219.98,51.27,TC2
SHORUNW,BROOKS,ADDICTION 10,B,10,28438,2,219.98,6,626.94,48.7,TC1
SHORUNW,BROOKS,ADDICTION 10,B,10,28438,0,0,1,109.99,51.27,AAW
SHORUNW,BROOKS,ADDICTION 10,B,10.5,28440,4,439.96,0,0,0,AA
SHORUNW,BROOKS,ADDICTION 10,B,10.5,28440,4,439.96,0,0,0,NOV
SHORUNW,BROOKS,ADDICTION 10,B,10.5,28440,1,109.99,2,219.98,51.42,NVL
SHORUNW,BROOKS,ADDICTION 10,B,10.5,28440,1,109.99,1,109.99,51.42,WB
SHORUNW,BROOKS,ADDICTION 10,B,10.5,28440,0,0,4,439.96,51.42,TC2
SHORUNW,BROOKS,ADDICTION 10,B,10.5,28440,2,219.98,3,318.97,49.75,TC1
SHORUNW,BROOKS,ADDICTION 10,B,10.5,28440,3,329.97,0,0,0,AAW
SHORUNW,BROOKS,ADDICTION 10,B,11,28444,1,109.99,2,208.98,48.71,NVL
SHORUNW,BROOKS,ADDICTION 10,B,11,28444,0,0,1,109.99,51.28,TC2
SHORUNW,BROOKS,ADDICTION 10,B,11,28444,1,109.99,0,0,0,TC1
SHORUNW,BROOKS,ADDICTION 10,B,11,28444,1,109.99,1,98.99,45.86,AAW
SHORUNW,ASICS,CUMULUS 15,B,8.5,28454,0,0,1,114.99,58.79,AA
SHORUNW,ASICS,CUMULUS 15,B,8.5,28454,1,114.99,2,218.48,60.49,NVL
